"title","type","director","cast","country","rating","listed_in","date_added_formatted","duration_value","duration_unit"
"american horror story","tv show","unknown","evan peters, sarah paulson, jessica lange, denis o'hare, kathy bates, angela bassett, lily rabe, frances conroy, cheyenne jackson, emma roberts, taissa farmiga, wes bentley, finn wittrock, chloë sevigny, zachary quinto, jamie brewer, naomi grossman, dylan mcdermott, gabourey sidibe, lady gaga, mare winningham, joseph fiennes, michael chiklis, matt bomer, lizzie brocheré, erika ervin, mat fraser, rose siggins, connie britton, james cromwell, adina porter, jyoti amge, billie lourde, alison pill, billy eichner, leslie grossman, colton haynes, cuba gooding jr., andré holland, danny huston","united states","tv-ma","tv horror, tv mysteries, tv thrillers","2020-11-13","9","Seasons"
"fukrey boyzzz: space mein fukrapanti","movie","avinash walzade","viraaj modgill, jasleen singh, pooja punjabi, amit deondi, ketan kava, zeel thakkar, manish bhavan, viswanathan sridhar","india","tv-y7","children & family movies, comedies","2020-11-13","75","min"
"jingle jangle: a christmas journey","movie","david e. talbert","forest whitaker, keegan-michael key, hugh bonneville, anika noni rose, madalen mills, phylicia rashad, ricky martin, justin cornwell, sharon rose, lisa davina phillip, kieron dyer","united states","pg","children & family movies, music & musicals","2020-11-13","124","min"
"the beginning of life 2: outside","movie","renata terra","unknown","brazil","tv-pg","documentaries, international movies","2020-11-13","92","min"
"the life ahead","movie","edoardo ponti","sophia loren, ibrahima gueye, renato carpentieri, diego iosif pirvu, massimiliano rossi, abril zamora, babak karimi","italy","pg-13","dramas, international movies","2020-11-13","95","min"
"the minions of midas","tv show","mateo gil","luis tosar, marta belmonte, guillermo toledo, carlos blanco, marta milans, goize blanco, elena irureta, bea segura, jorge andreu, daniel holguín, adolfo fernández, fernando barona, juan blanco, ahmed boulane, pepe ocio, vito sanz, adelfa calvo, joaquín climent, carmelo gómez, miguel ángel solá","spain","tv-ma","crime tv shows, international tv shows, spanish-language tv shows","2020-11-13","1","Season"
"a very special love","movie","cathy garcia-molina","john lloyd cruz, sarah geronimo, dante rivero, rowell santiago, johnny revilla, bing pimental, daphne oseña-paez, al tantay, irma adlawan, arno morales, miles ocampo","philippines","tv-g","international movies, romantic movies","2020-11-12","107","min"
"ethos","tv show","unknown","öykü karayel, fatih artman, funda eryiğit, defne kayalar, settar tanrıöğen, tülin özen, alican yücesoy, bige önal","turkey","tv-ma","international tv shows, tv dramas","2020-11-12","1","Season"
"first love","movie","paul soriano","aga muhlach, bea alonzo, sandy andolong, albie casiño, edward barber, maureen mann, tim donadt, giselle toengi, raymond lauchengco, beverly salviejo","philippines","tv-ma","dramas, international movies, romantic movies","2020-11-12","123","min"
"fruitvale station","movie","ryan coogler","michael b. jordan, melonie diaz, octavia spencer, kevin durand, chad michael murray, ahna o'reilly, ariana neal, keenan coogler, trestin george, joey oglesby","united states","r","dramas, independent movies","2020-11-12","85","min"
"graceful friends","tv show","unknown","yu jun-sang, song yoon-a, bae soo-bin, kim sung-oh, jung seok-yong, kim won-hae","south korea","tv-ma","crime tv shows, international tv shows, tv dramas","2020-11-12","1","Season"
"ludo","movie","anurag basu","abhishek bachchan, aditya roy kapur, rajkummar rao, sanya malhotra, fatima sana shaikh, pankaj tripathi, rohit saraf, shalini vatsa, pearle maaney","india","tv-ma","comedies, dramas, international movies","2020-11-12","150","min"
"memories of a teenager","movie","lucas santa ana","renato quattordio, malena narvay, thomás lepera, jerónimo giocondo bosia, tomás wicz, tomás raimondi, majo chicar, agustina cabo","argentina","tv-ma","dramas, international movies, lgbtq movies","2020-11-12","97","min"
"prom night","movie","nelson mccormick","brittany snow, scott porter, jessica stroup, dana davis, collins pennie, kelly blatz, james ransone, brianne davis, kellan lutz, mary mara, ming-na wen, johnathon schaech, idris elba","united states, canada","pg-13","horror movies","2020-11-12","88","min"
"a queen is born","tv show","carla barros","gloria groove, alexia twister","brazil","tv-14","international tv shows, reality tv","2020-11-11","1","Season"
"aunty donna's big ol' house of fun","tv show","unknown","mark samual bonanno, broden kelly, zachary ruane, ed helms, kristen schaal, weird al yankovic, kia stevens, paul f. tompkins, tawny newsome","australia","tv-ma","tv comedies","2020-11-11","1","Season"
"the liberator","tv show","unknown","bradley james, martin sensmeier, jose miguel vasquez, forrest goodluck, bryan hibbard, matt mercurio, harrison stone, billy breed, tatanka means, kiowa gordon","united states","tv-ma","tv action & adventure, tv dramas","2020-11-11","1","Season"
"trial 4","tv show","unknown","unknown","united states","tv-ma","crime tv shows, docuseries","2020-11-11","1","Season"
"we are all for the fatherland","movie","unknown","unknown","lebanon, canada, france","tv-14","documentaries, international movies","2020-11-11","74","min"
"what we wanted","movie","ulrike kofler","lavinia wilson, elyas m'barek, anna unterberger, lukas spisser, iva höpperger, fedor teyml, marta manduca, maria hofstätter, tina haller","austria","tv-ma","dramas, international movies","2020-11-11","93","min"
"a lion in the house","tv show","steven bognar, julia reichert","unknown","united states","tv-14","tv shows","2020-11-10","1","Season"
"dash & lily","tv show","unknown","midori francis, austin abrams, dante brown, troy iwata","united states","tv-14","romantic tv shows, tv comedies, tv dramas","2020-11-10","1","Season"
"bakugan: armored alliance","tv show","unknown","unknown","unknown","tv-y7","anime series, kids' tv","2020-11-06","1","Season"
"bakugan: battle planet","tv show","unknown","jonah wineberg, deven christian mack, margarita valderrama, ticoon kim, jason deline, will bowes","japan, canada, united states","tv-pg","anime series, kids' tv","2020-11-06","1","Season"
"citation","movie","kunle afolayan","temi otedola, jimmy jean-louis, joke silva, gabriel afolayan, adjetey anang, ini edo, sadiq daba, wole olowomojuore, yomi fash-lanso, bukunmi oluwashina, bienvenu neba, ray reboul, ibukun awosika, seun kuti","nigeria","tv-ma","dramas, international movies","2020-11-06","151","min"
"country ever after","tv show","unknown","unknown","united states","tv-pg","reality tv","2020-11-06","1","Season"
"girl's revenge","movie","weica wang","wang yu-ping, yuri chen, shiny yao, pii liu, mike lin, edison song, xia teng-hong, moon lee","taiwan","tv-ma","dramas, international movies","2020-11-06","82","min"
"the endless trench","movie","aitor arregi, jon garaño, jose mari goenaga","antonio de la torre, belén cuesta, vicente vergara, josé manuel poga, emilio palacios","spain, france, canada","tv-ma","dramas, independent movies, international movies","2020-11-06","148","min"
"the late bloomer","movie","kevin pollak","johnny simmons, maria bello, brittany snow, kumail nanjiani, beck bennett, paul wesley, jane lynch, j.k. simmons, lenora crichlow","united states","r","comedies","2020-11-06","95","min"
"wrong kind of black","tv show","unknown","clarence ryan, aaron l. mcgrath, lisa flanagan, tommy lewis, nilbi yasserie, christopher ketchup, boori monty pryor, jacek koman, colin lane, arthur angel, toby truslove","australia","tv-ma","international tv shows, tv comedies, tv dramas","2020-11-06","1","Season"
"a new york christmas wedding","movie","otoja abit","nia fairweather, chris noth, cooper koch, tyra ferrell, denny dillon, adriana demeo, otoja abit, david anzuelo, camilla harden, natasha goodman, avery whitted, tony d. head, joe perrino","united states","tv-ma","dramas, lgbtq movies, romantic movies","2020-11-05","90","min"
"alone/together","movie","antoinette jadaone","liza soberano, enrique gil, adrian alandy, jasmine curtis-smith, sylvia sanchez, nonie buencamino, xia vigor, richard manabat","philippines","tv-14","dramas, international movies, romantic movies","2020-11-05","103","min"
"carmel: who killed maria marta?","tv show","alejandro hartmann","unknown","argentina","tv-14","crime tv shows, docuseries, international tv shows","2020-11-05","1","Season"
"midnight at the magnolia","movie","maxwell mcguire","natalie hall, evan williams, michael gordon shore, steve cumyn, albert brooks","canada","tv-g","comedies, romantic movies","2020-11-05","87","min"
"one more try","movie","ruel s. bayani","angel locsin, angelica panganiban, dingdong dantes, zanjoe marudo, miguel vergara, gina pareño, carmina villarroel, agot isidro","philippines","tv-14","dramas, international movies, romantic movies","2020-11-05","102","min"
"operation christmas drop","movie","martin wood","kat graham, alexander ludwig, virginia madsen, janet kidder, jeff joseph, bethany brown, trezzo mahoro, rohan campbell, aliza vellani, aaron douglas, xavier de guzman, bruce best","united states","tv-g","children & family movies, comedies, romantic movies","2020-11-05","96","min"
"paranormal","tv show","unknown","ahmed amin, razane jammal, ayah samaha, samaa ibrahem, roshdy el shamy, reem abd el kader","egypt","tv-14","international tv shows, tv dramas, tv horror","2020-11-05","1","Season"
"a christmas catch","movie","unknown","emily alatalo, lauren holly, yanic truesdale, franco lo presti, andrew bushell, genelle williams, kyana teresa, eric hicks","canada","tv-g","dramas, romantic movies","2020-11-04","87","min"
"christmas with a prince","movie","justin g. dyck","kaitlyn leeb, nick hounslow, josh dean, melinda shankar, liam macdonald, ilamaria ebrahim, charles shaughnessy, julia baldwin","canada","tv-pg","comedies, dramas, romantic movies","2020-11-04","86","min"
"love & anarchy","tv show","unknown","ida engvoll, björn mosten, carla sehn, reine brynolfsson, gizem erdogan, björn kjellman, ruben lopez, johannes kuhnke, elsa agemalm reiland, benjamin shaps, disa östrand, ejke blomberg, lars väringer","sweden","tv-ma","international tv shows, romantic tv shows, tv comedies","2020-11-04","1","Season"
"miss india","movie","narendra nath","keerthy suresh, dr. rajendra prasad, jagapathi babu, v. k. naresh, nadhiya, naveen chandra, sumanth shailendra, kamal kamaraju, praveen, pujitha ponnada, divya sripada","india","tv-pg","dramas, international movies","2020-11-04","136","min"
"felix lobrecht: hype","movie","jan-peter horns","felix lobrecht","germany","tv-ma","stand-up comedy","2020-11-03","60","min"
"mother","movie","tatsushi omori","masami nagasawa, sadao abe, daiken okudaira","japan","tv-14","dramas, international movies","2020-11-03","127","min"
"the beginning of life","movie","estela renner","unknown","unknown","tv-pg","documentaries, international movies","2020-11-03","96","min"
"ya no estoy aquí: una conversación entre guillermo del toro y alfonso cuarón","movie","unknown","guillermo del toro, alfonso cuarón","unknown","tv-pg","documentaries","2020-11-03","15","min"
"can you hear me?","tv show","unknown","mélissa bédard, ève landry, florence longpré","canada","tv-ma","international tv shows, tv comedies, tv dramas","2020-11-02","2","Seasons"
"prospect","movie","zeek earl, christopher caldwell","sophie thatcher, pedro pascal, jay duplass, andre royo, sheila vand, anwan glover","canada, united states","r","sci-fi & fantasy, thrillers","2020-11-02","100","min"
"60 days in","tv show","unknown","unknown","united states","tv-ma","reality tv","2020-11-01","1","Season"
"christmas break-in","movie","michael kampa","danny glover, denise richards, cameron seely, sean o'bryan, katrina begin, jake van wagoner, douglas spain, dawson ehlke","united states","tv-pg","children & family movies, comedies","2020-11-01","87","min"
"dawson's creek","tv show","unknown","james van der beek, katie holmes, michelle williams, joshua jackson, kerr smith, meredith monroe, busy philipps, mary beth peil","united states","tv-14","romantic tv shows, tv dramas, teen tv shows","2020-11-01","6","Seasons"
"elf pets: a fox cub’s christmas tale","movie","chanda bell","leslie bellair, brad hyland, brody rose, carol aebersold","united states","tv-y","children & family movies","2020-11-01","28","min"
"elf pets: santa’s reindeer rescue","movie","chanda bell","brad hyland, drew barber, ashley roberts, lowrey brown, kristyl tift, manny mahen, olivia berkeley, eleanor rocha","united states","tv-y","children & family movies","2020-11-01","27","min"
"elliot the littlest reindeer","movie","jennifer westcott","josh hutcherson, samantha bee, martin short, morena baccarin, jeff dunham, john cleese","canada","pg","children & family movies","2020-11-01","90","min"
"forged in fire","tv show","unknown","wil willis","united states","tv-14","reality tv","2020-11-01","1","Season"
"leah remini: scientology and the aftermath","tv show","unknown","leah remini, mike rinder","united states","tv-14","docuseries","2020-11-01","3","Seasons"
